city,target_date,decision_hour_local,settled,steps,forecast_steps,temp_trend_1h_f,forecast_peak_delta_hours_local,minutes_since_running_max,forecast_gap_native,current_yes_ask,leg,leg_steps,leg_bracket,ask,ask_size,max_future_bid,min_future_ask,city_hot_tail_pct
Beijing,2026-05-20,13,True,0.0,1.0,0.0,-3.0,0.8833333333333333,1.3333333333333357,0.85,current_bracket_no,-1,24,0.26,,0.16,0.001,0.555352241537054
Karachi,2026-05-20,10,True,3.0,2.0,1.8000000000000114,-3.0,0.8833333333333333,2.1666666666666643,0.001,d1_yes,1,33,0.2,43.38,,,0.5084269662921348
Karachi,2026-05-20,10,True,3.0,2.0,1.8000000000000114,-3.0,0.8833333333333333,2.1666666666666643,0.001,d2_yes,2,34,0.36,21.0,0.13,0.21,0.5084269662921348
Karachi,2026-05-20,10,True,3.0,2.0,1.8000000000000114,-3.0,0.8833333333333333,2.1666666666666643,0.001,tail_yes,5,37+,0.13,31.0,0.06,0.002,0.5084269662921348
Guangzhou,2026-05-20,13,True,2.0,,1.7999999999999972,-1.0,0.8833333333333333,-0.5555555555555571,0.01,d1_yes,1,30,0.82,18.63,0.79,0.01,0.7036516853932584
Guangzhou,2026-05-20,13,True,2.0,,1.7999999999999972,-1.0,0.8833333333333333,-0.5555555555555571,0.01,d2_yes,2,31,0.15,0.31,0.998,0.18,0.7036516853932584
Guangzhou,2026-05-20,13,True,2.0,,1.7999999999999972,-1.0,0.8833333333333333,-0.5555555555555571,0.01,tail_yes,3,32+,0.099,10.0,0.03,0.004,0.7036516853932584
Shanghai,2026-05-20,14,True,0.0,1.0,0.0,1.0,1500.8833333333334,1.1111111111111107,0.97,d1_yes,1,28,0.043,43.0,0.002,0.003,0.6806953339432754
Shanghai,2026-05-20,14,True,0.0,1.0,0.0,1.0,1500.8833333333334,1.1111111111111107,0.97,d2_yes,2,29,0.008,96.31,,0.003,0.6806953339432754
Shanghai,2026-05-20,14,True,0.0,1.0,0.0,1.0,1500.8833333333334,1.1111111111111107,0.97,tail_yes,4,31,0.003,375.52,0.001,0.002,0.6806953339432754
Shanghai,2026-05-20,14,True,0.0,1.0,0.0,1.0,1500.8833333333334,1.1111111111111107,0.97,current_bracket_no,-1,27,0.04,,0.003,0.002,0.6806953339432754
Singapore,2026-05-20,14,True,0.0,,0.0,0.0,90.88333333333334,-0.38888888888889284,0.987,d1_yes,1,34,0.014,20.59,0.01,0.002,0.702247191011236
Singapore,2026-05-20,14,True,0.0,,0.0,0.0,90.88333333333334,-0.38888888888889284,0.987,d2_yes,2,35,0.006,572.0,0.002,0.003,0.702247191011236
Singapore,2026-05-20,14,True,0.0,,0.0,0.0,90.88333333333334,-0.38888888888889284,0.987,tail_yes,3,36+,0.002,72.99,0.001,0.002,0.702247191011236
Singapore,2026-05-20,14,True,0.0,,0.0,0.0,90.88333333333334,-0.38888888888889284,0.987,current_bracket_no,-1,33,0.028,,0.01,0.006,0.702247191011236
Wellington,2026-05-20,18,True,0.0,,-1.8000000000000045,3.0,150.88333333333333,-0.7222222222222197,0.994,d1_yes,1,16,0.01,259.75,0.001,0.002,0.8019662921348315
Wellington,2026-05-20,18,True,0.0,,-1.8000000000000045,3.0,150.88333333333333,-0.7222222222222197,0.994,current_bracket_no,-1,15,0.008,,0.002,0.002,0.8019662921348315
Taipei,2026-05-20,14,True,0.0,,-1.8000000000000114,1.0,120.88333333333334,-1.1111111111111143,0.998,d1_yes,1,36+,0.009,20.0,0.001,0.004,0.45365168539325845
Taipei,2026-05-20,14,True,0.0,,-1.8000000000000114,1.0,120.88333333333334,-1.1111111111111143,0.998,current_bracket_no,-1,35,0.01,,0.001,0.002,0.45365168539325845
Busan,2026-05-20,15,True,0.0,1.0,-1.8000000000000045,15.0,750.8833333333333,1.0555555555555571,0.98,d1_yes,1,20,0.047,8.0,0.021,0.004,0.22331460674157302
Busan,2026-05-20,15,True,0.0,1.0,-1.8000000000000045,15.0,750.8833333333333,1.0555555555555571,0.98,d2_yes,2,21,0.007,23.7,0.002,0.001,0.22331460674157302
Busan,2026-05-20,15,True,0.0,1.0,-1.8000000000000045,15.0,750.8833333333333,1.0555555555555571,0.98,tail_yes,3,22,0.002,11.5,0.001,0.002,0.22331460674157302
Busan,2026-05-20,15,True,0.0,1.0,-1.8000000000000045,15.0,750.8833333333333,1.0555555555555571,0.98,current_bracket_no,-1,19,0.047,,0.016,0.002,0.22331460674157302
Karachi,2026-05-20,11,True,1.0,0.0,1.7999999999999972,-2.0,0.8833333333333333,0.5,0.34,d1_yes,1,35,0.38,6.72,0.998,0.59,0.5084269662921348
Karachi,2026-05-20,11,True,1.0,0.0,1.7999999999999972,-2.0,0.8833333333333333,0.5,0.34,d2_yes,2,36,0.51,5.3,0.28,0.002,0.5084269662921348
Karachi,2026-05-20,11,True,1.0,0.0,1.7999999999999972,-2.0,0.8833333333333333,0.5,0.34,tail_yes,3,37+,0.12,10.0,0.05,0.002,0.5084269662921348
Karachi,2026-05-20,11,True,1.0,0.0,1.7999999999999972,-2.0,0.8833333333333333,0.5,0.34,current_bracket_no,-1,34,0.88,,0.79,0.87,0.5084269662921348
Guangzhou,2026-05-20,14,True,1.0,,0.0,0.0,0.8833333333333333,-1.6666666666666679,0.9,d1_yes,1,31,0.18,12.0,0.998,0.95,0.7036516853932584
Guangzhou,2026-05-20,14,True,1.0,,0.0,0.0,0.8833333333333333,-1.6666666666666679,0.9,d2_yes,2,32+,0.087,37.9,0.03,0.004,0.7036516853932584
Guangzhou,2026-05-20,14,True,1.0,,0.0,0.0,0.8833333333333333,-1.6666666666666679,0.9,current_bracket_no,-1,30,0.21,,0.99,,0.7036516853932584
Karachi,2026-05-20,12,True,,0.0,0.0,-1.0,0.8833333333333333,0.5,0.21,current_bracket_no,-1,34,0.87,,,,0.5084269662921348
TelAviv,2026-05-20,10,True,,,1.7999999999999972,-1.0,10.883333333333333,1.6666666666666679,0.1,current_bracket_no,-1,24,0.91,,,,0.37640449438202245
Manila,2026-05-20,15,True,0.0,,0.0,1.0,,-1.5,0.997,d1_yes,1,37,0.01,86.0,0.002,0.003,0.8497191011235955
Manila,2026-05-20,15,True,0.0,,0.0,1.0,,-1.5,0.997,d2_yes,2,38,0.007,30.19,0.001,0.002,0.8497191011235955
Manila,2026-05-20,15,True,0.0,,0.0,1.0,,-1.5,0.997,tail_yes,3,39+,0.005,22.0,,0.001,0.8497191011235955
Manila,2026-05-20,15,True,0.0,,0.0,1.0,,-1.5,0.997,current_bracket_no,-1,36,0.01,,0.002,0.005,0.8497191011235955
Wellington,2026-05-20,19,True,0.0,,1.8000000000000045,4.0,210.88333333333333,-0.7222222222222197,0.998,d1_yes,1,16,0.004,5.72,0.001,0.002,0.8019662921348315
Wellington,2026-05-20,19,True,0.0,,1.8000000000000045,4.0,210.88333333333333,-0.7222222222222197,0.998,current_bracket_no,-1,15,0.009,,0.001,0.002,0.8019662921348315
Taipei,2026-05-20,15,True,0.0,,0.0,2.0,180.88333333333333,-1.1111111111111143,0.999,d1_yes,1,36+,0.005,7.0,0.001,0.004,0.45365168539325845
Taipei,2026-05-20,15,True,0.0,,0.0,2.0,180.88333333333333,-1.1111111111111143,0.999,current_bracket_no,-1,35,0.005,,,0.002,0.45365168539325845
Helsinki,2026-05-20,10,True,0.0,3.0,3.6000000000000014,-5.0,640.8833333333333,3.277777777777782,0.003,d1_yes,1,17,0.11,27.9,0.241,0.017,0.5056179775280899
Helsinki,2026-05-20,10,True,0.0,3.0,3.6000000000000014,-5.0,640.8833333333333,3.277777777777782,0.003,d2_yes,2,18,0.15,5.2,0.28,0.01,0.5056179775280899
Helsinki,2026-05-20,10,True,0.0,3.0,3.6000000000000014,-5.0,640.8833333333333,3.277777777777782,0.003,tail_yes,8,24+,0.005,36.56,0.004,0.002,0.5056179775280899
Helsinki,2026-05-20,10,True,0.0,3.0,3.6000000000000014,-5.0,640.8833333333333,3.277777777777782,0.003,current_bracket_no,-1,16,0.999,,0.992,0.02,0.5056179775280899
Ankara,2026-05-20,10,True,3.0,4.0,1.7999999999999972,-4.0,10.883333333333333,3.555555555555557,0.171,d1_yes,1,16,0.43,28.27,0.31,0.34,0.6306179775280899
Ankara,2026-05-20,10,True,3.0,4.0,1.7999999999999972,-4.0,10.883333333333333,3.555555555555557,0.171,d2_yes,2,17,0.36,15.44,0.37,0.4,0.6306179775280899
Ankara,2026-05-20,10,True,3.0,4.0,1.7999999999999972,-4.0,10.883333333333333,3.555555555555557,0.171,tail_yes,7,22,0.004,47.68,0.002,0.002,0.6306179775280899
Ankara,2026-05-20,10,True,3.0,4.0,1.7999999999999972,-4.0,10.883333333333333,3.555555555555557,0.171,current_bracket_no,-1,15,0.873,,,,0.6306179775280899
Istanbul,2026-05-20,10,True,2.0,1.0,0.0,-2.0,910.8833333333332,0.27777777777777857,0.11,d1_yes,1,18,0.22,5.82,0.1,0.14,0.4044943820224719
Istanbul,2026-05-20,10,True,2.0,1.0,0.0,-2.0,910.8833333333332,0.27777777777777857,0.11,d2_yes,2,19,0.35,9.7,0.981,0.54,0.4044943820224719
Istanbul,2026-05-20,10,True,2.0,1.0,0.0,-2.0,910.8833333333332,0.27777777777777857,0.11,tail_yes,7,24+,0.007,200.19,0.003,0.002,0.4044943820224719
Istanbul,2026-05-20,10,True,2.0,1.0,0.0,-2.0,910.8833333333332,0.27777777777777857,0.11,current_bracket_no,-1,17,0.94,,,,0.4044943820224719
Manila,2026-05-20,16,True,0.0,,0.0,2.0,,-1.5,0.998,d1_yes,1,37,0.01,36.0,0.001,0.003,0.8497191011235955
Manila,2026-05-20,16,True,0.0,,0.0,2.0,,-1.5,0.998,d2_yes,2,38,0.007,30.19,0.001,0.002,0.8497191011235955
Manila,2026-05-20,16,True,0.0,,0.0,2.0,,-1.5,0.998,tail_yes,3,39+,0.005,22.0,,0.001,0.8497191011235955
Manila,2026-05-20,16,True,0.0,,0.0,2.0,,-1.5,0.998,current_bracket_no,-1,36,0.009,,0.002,0.005,0.8497191011235955
Munich,2026-05-20,10,True,5.0,4.0,1.7999999999999972,-6.0,130.88333333333333,3.9444444444444393,0.003,d1_yes,1,15,0.002,7.5,0.001,0.005,0.6601123595505618
Munich,2026-05-20,10,True,5.0,4.0,1.7999999999999972,-6.0,130.88333333333333,3.9444444444444393,0.003,d2_yes,2,16,0.028,10.83,0.03,0.025,0.6601123595505618
Munich,2026-05-20,10,True,5.0,4.0,1.7999999999999972,-6.0,130.88333333333333,3.9444444444444393,0.003,tail_yes,8,22+,0.003,15.0,0.002,0.003,0.6601123595505618
Munich,2026-05-20,10,True,5.0,4.0,1.7999999999999972,-6.0,130.88333333333333,3.9444444444444393,0.003,current_bracket_no,-1,14,0.999,,0.997,0.999,0.6601123595505618
Wellington,2026-05-20,20,True,0.0,,0.0,5.0,270.8833333333333,-0.7222222222222197,0.999,d1_yes,1,16,0.002,282.5,0.001,0.002,0.8019662921348315
Wellington,2026-05-20,20,True,0.0,,0.0,5.0,270.8833333333333,-0.7222222222222197,0.999,current_bracket_no,-1,15,0.002,,0.001,0.002,0.8019662921348315
Wuhan,2026-05-20,16,True,0.0,1.0,-1.7999999999999972,1.0,90.88333333333334,1.1111111111111107,0.86,d1_yes,1,26,0.19,5.5,0.001,0.002,0.4747191011235955
Wuhan,2026-05-20,16,True,0.0,1.0,-1.7999999999999972,1.0,90.88333333333334,1.1111111111111107,0.86,d2_yes,2,27,0.04,5.0,,0.006,0.4747191011235955
Wuhan,2026-05-20,16,True,0.0,1.0,-1.7999999999999972,1.0,90.88333333333334,1.1111111111111107,0.86,tail_yes,5,30,0.003,7.07,,0.001,0.4747191011235955
Wuhan,2026-05-20,16,True,0.0,1.0,-1.7999999999999972,1.0,90.88333333333334,1.1111111111111107,0.86,current_bracket_no,-1,25,0.23,,0.021,0.002,0.4747191011235955
Karachi,2026-05-20,13,True,0.0,,0.0,0.0,0.8833333333333333,-0.6111111111111143,0.85,d1_yes,1,36,0.52,7.87,0.22,0.002,0.5084269662921348
Karachi,2026-05-20,13,True,0.0,,0.0,0.0,0.8833333333333333,-0.6111111111111143,0.85,d2_yes,2,37+,0.08,11.53,0.02,0.002,0.5084269662921348
Karachi,2026-05-20,13,True,0.0,,0.0,0.0,0.8833333333333333,-0.6111111111111143,0.85,current_bracket_no,-1,35,0.6,,0.13,0.002,0.5084269662921348
Singapore,2026-05-20,16,True,0.0,,-1.7999999999999972,2.0,210.88333333333333,-0.38888888888889284,0.998,d1_yes,1,34,0.003,6.0,0.001,0.002,0.702247191011236
Singapore,2026-05-20,16,True,0.0,,-1.7999999999999972,2.0,210.88333333333333,-0.38888888888889284,0.998,d2_yes,2,35,0.003,5.1,,,0.702247191011236
Singapore,2026-05-20,16,True,0.0,,-1.7999999999999972,2.0,210.88333333333333,-0.38888888888889284,0.998,current_bracket_no,-1,33,0.006,,,0.006,0.702247191011236
Taipei,2026-05-20,16,True,0.0,,-1.7999999999999972,3.0,240.88333333333333,-1.1111111111111143,,d1_yes,1,36+,0.007,109.5,0.001,0.004,0.45365168539325845
Taipei,2026-05-20,16,True,0.0,,-1.7999999999999972,3.0,240.88333333333333,-1.1111111111111143,,current_bracket_no,-1,35,0.003,,,0.002,0.45365168539325845
TelAviv,2026-05-20,11,True,0.0,0.0,0.0,0.0,1270.8833333333334,-0.5555555555555536,0.81,d1_yes,1,27,0.15,5.92,0.05,0.002,0.37640449438202245
TelAviv,2026-05-20,11,True,0.0,0.0,0.0,0.0,1270.8833333333334,-0.5555555555555536,0.81,d2_yes,2,28,0.08,11.0,0.005,0.002,0.37640449438202245
TelAviv,2026-05-20,11,True,0.0,0.0,0.0,0.0,1270.8833333333334,-0.5555555555555536,0.81,tail_yes,5,31,0.003,31.96,0.001,0.002,0.37640449438202245
TelAviv,2026-05-20,11,True,0.0,0.0,0.0,0.0,1270.8833333333334,-0.5555555555555536,0.81,current_bracket_no,-1,26,0.3,,0.07,0.002,0.37640449438202245
Beijing,2026-05-20,16,True,0.0,1.0,-1.7999999999999972,0.0,60.88333333333333,1.3333333333333357,0.996,d1_yes,1,25,0.005,524.2,0.001,0.001,0.555352241537054
Beijing,2026-05-20,16,True,0.0,1.0,-1.7999999999999972,0.0,60.88333333333333,1.3333333333333357,0.996,d2_yes,2,26,0.01,164.2,,0.004,0.555352241537054
Beijing,2026-05-20,16,True,0.0,1.0,-1.7999999999999972,0.0,60.88333333333333,1.3333333333333357,0.996,current_bracket_no,-1,24,0.01,,0.001,0.001,0.555352241537054
Busan,2026-05-20,17,True,0.0,1.0,1.8000000000000045,17.0,870.8833333333333,1.0555555555555571,0.986,d1_yes,1,20,0.037,21.5,0.002,0.004,0.22331460674157302
Busan,2026-05-20,17,True,0.0,1.0,1.8000000000000045,17.0,870.8833333333333,1.0555555555555571,0.986,d2_yes,2,21,0.006,6.52,,0.001,0.22331460674157302
Busan,2026-05-20,17,True,0.0,1.0,1.8000000000000045,17.0,870.8833333333333,1.0555555555555571,0.986,tail_yes,3,22,0.002,3.1,0.001,0.002,0.22331460674157302
Busan,2026-05-20,17,True,0.0,1.0,1.8000000000000045,17.0,870.8833333333333,1.0555555555555571,0.986,current_bracket_no,-1,19,0.057,,0.005,0.002,0.22331460674157302
Ankara,2026-05-20,11,True,2.0,3.0,1.7999999999999972,-3.0,970.8833333333332,2.4444444444444464,0.36,d1_yes,1,17,0.4,6.52,0.37,0.4,0.6306179775280899
Ankara,2026-05-20,11,True,2.0,3.0,1.7999999999999972,-3.0,970.8833333333332,2.4444444444444464,0.36,d2_yes,2,18,0.29,8.0,0.996,0.86,0.6306179775280899
Ankara,2026-05-20,11,True,2.0,3.0,1.7999999999999972,-3.0,970.8833333333332,2.4444444444444464,0.36,tail_yes,6,22,0.004,33.07,0.002,0.002,0.6306179775280899
Ankara,2026-05-20,11,True,2.0,3.0,1.7999999999999972,-3.0,970.8833333333332,2.4444444444444464,0.36,current_bracket_no,-1,16,0.69,,0.66,0.7,0.6306179775280899
Amsterdam,2026-05-20,10,True,3.0,2.0,0.0,-6.0,5.883333333333334,2.055555555555557,0.042,d1_yes,1,16,0.1,6.66,0.11,0.001,0.4606741573033708
Amsterdam,2026-05-20,10,True,3.0,2.0,0.0,-6.0,5.883333333333334,2.055555555555557,0.042,d2_yes,2,17,0.46,75.07,0.46,0.001,0.4606741573033708
Amsterdam,2026-05-20,10,True,3.0,2.0,0.0,-6.0,5.883333333333334,2.055555555555557,0.042,tail_yes,7,22+,0.009,25.0,,0.009,0.4606741573033708
Amsterdam,2026-05-20,10,True,3.0,2.0,0.0,-6.0,5.883333333333334,2.055555555555557,0.042,current_bracket_no,-1,15,0.99,,0.999,,0.4606741573033708
Helsinki,2026-05-20,11,True,0.0,3.0,1.8000000000000045,-4.0,700.8833333333333,3.277777777777782,0.048,d1_yes,1,17,0.1,7.27,0.241,0.017,0.5056179775280899
Helsinki,2026-05-20,11,True,0.0,3.0,1.8000000000000045,-4.0,700.8833333333333,3.277777777777782,0.048,d2_yes,2,18,0.17,11.0,0.28,0.01,0.5056179775280899
Helsinki,2026-05-20,11,True,0.0,3.0,1.8000000000000045,-4.0,700.8833333333333,3.277777777777782,0.048,tail_yes,8,24+,0.005,36.56,0.004,0.002,0.5056179775280899
Helsinki,2026-05-20,11,True,0.0,3.0,1.8000000000000045,-4.0,700.8833333333333,3.277777777777782,0.048,current_bracket_no,-1,16,0.993,,0.992,0.02,0.5056179775280899
Istanbul,2026-05-20,11,True,1.0,0.0,1.8000000000000045,-1.0,10.883333333333333,-0.27777777777777857,0.14,d1_yes,1,19,0.54,5.0,0.981,0.55,0.4044943820224719
Istanbul,2026-05-20,11,True,1.0,0.0,1.8000000000000045,-1.0,10.883333333333333,-0.27777777777777857,0.14,d2_yes,2,20,0.51,5.0,0.35,0.011,0.4044943820224719
Istanbul,2026-05-20,11,True,1.0,0.0,1.8000000000000045,-1.0,10.883333333333333,-0.27777777777777857,0.14,tail_yes,6,24+,0.007,200.19,0.003,0.002,0.4044943820224719
Istanbul,2026-05-20,11,True,1.0,0.0,1.8000000000000045,-1.0,10.883333333333333,-0.27777777777777857,0.14,current_bracket_no,-1,18,0.9,,0.76,0.92,0.4044943820224719
Jeddah,2026-05-20,11,True,0.0,2.0,0.0,0.0,990.8833333333332,2.1666666666666643,0.07,d1_yes,1,37,0.3,27.91,0.18,0.004,0.4410112359550562
Jeddah,2026-05-20,11,True,0.0,2.0,0.0,0.0,990.8833333333332,2.1666666666666643,0.07,d2_yes,2,38,0.35,1.85,0.1,0.002,0.4410112359550562
Jeddah,2026-05-20,11,True,0.0,2.0,0.0,0.0,990.8833333333332,2.1666666666666643,0.07,tail_yes,5,41+,0.097,29.35,0.009,0.002,0.4410112359550562
Jeddah,2026-05-20,11,True,0.0,2.0,0.0,0.0,990.8833333333332,2.1666666666666643,0.07,current_bracket_no,-1,36,0.995,,0.251,0.002,0.4410112359550562
Chongqing,2026-05-20,16,True,0.0,,0.0,0.0,,-2.333333333333332,0.75,d1_yes,1,32,0.45,6.87,0.01,0.001,0.598314606741573
Chongqing,2026-05-20,16,True,0.0,,0.0,0.0,,-2.333333333333332,0.75,d2_yes,2,33,0.04,11.36,0.001,0.004,0.598314606741573
Chongqing,2026-05-20,16,True,0.0,,0.0,0.0,,-2.333333333333332,0.75,tail_yes,4,35+,0.007,264.2,,0.002,0.598314606741573
Chongqing,2026-05-20,16,True,0.0,,0.0,0.0,,-2.333333333333332,0.75,current_bracket_no,-1,31,0.39,,0.011,0.001,0.598314606741573
Guangzhou,2026-05-20,16,True,0.0,,1.7999999999999972,2.0,,-2.7777777777777786,0.975,d1_yes,1,32+,0.049,8.0,0.003,0.004,0.7036516853932584
Guangzhou,2026-05-20,16,True,0.0,,1.7999999999999972,2.0,,-2.7777777777777786,0.975,current_bracket_no,-1,31,0.05,,0.01,0.002,0.7036516853932584
Lucknow,2026-05-20,14,True,1.0,4.0,1.7999999999999972,-1.0,,4.111111111111114,0.87,d1_yes,1,43,0.13,18.0,0.998,0.985,0.1952247191011236
Lucknow,2026-05-20,14,True,1.0,4.0,1.7999999999999972,-1.0,,4.111111111111114,0.87,d2_yes,2,44,0.049,10.0,0.025,0.002,0.1952247191011236
Lucknow,2026-05-20,14,True,1.0,4.0,1.7999999999999972,-1.0,,4.111111111111114,0.87,tail_yes,6,48,0.002,21.03,,0.005,0.1952247191011236
Lucknow,2026-05-20,14,True,1.0,4.0,1.7999999999999972,-1.0,,4.111111111111114,0.87,current_bracket_no,-1,42,0.15,,0.99,,0.1952247191011236
Wuhan,2026-05-20,17,True,0.0,,1.7999999999999972,2.0,0.8833333333333333,1.1111111111111107,0.979,d1_yes,1,29,0.004,14.14,,0.001,0.4747191011235955
Wuhan,2026-05-20,17,True,0.0,,1.7999999999999972,2.0,0.8833333333333333,1.1111111111111107,0.979,current_bracket_no,-1,25,0.03,,0.001,0.002,0.4747191011235955
Ankara,2026-05-20,12,True,,,0.0,-2.0,1000.8833333333332,2.4444444444444464,0.34,d1_yes,1,17,0.4,62.52,,,0.6306179775280899
Ankara,2026-05-20,12,True,,,0.0,-2.0,1000.8833333333332,2.4444444444444464,0.34,current_bracket_no,-1,16,0.7,,,,0.6306179775280899
Manila,2026-05-20,17,True,0.0,,-7.200000000000003,3.0,,-1.5,0.999,d1_yes,1,37,0.005,6.0,,0.003,0.8497191011235955
Manila,2026-05-20,17,True,0.0,,-7.200000000000003,3.0,,-1.5,0.999,d2_yes,2,38,0.004,15.0,0.001,0.002,0.8497191011235955
Manila,2026-05-20,17,True,0.0,,-7.200000000000003,3.0,,-1.5,0.999,tail_yes,3,39+,0.005,122.0,,0.001,0.8497191011235955
Manila,2026-05-20,17,True,0.0,,-7.200000000000003,3.0,,-1.5,0.999,current_bracket_no,-1,36,0.005,,0.002,0.007,0.8497191011235955
Munich,2026-05-20,11,True,5.0,4.0,1.8000000000000045,-5.0,10.883333333333333,3.9444444444444393,0.003,d1_yes,1,15,0.005,30.51,0.001,0.005,0.6601123595505618
Munich,2026-05-20,11,True,5.0,4.0,1.8000000000000045,-5.0,10.883333333333333,3.9444444444444393,0.003,d2_yes,2,16,0.059,10.21,0.03,0.025,0.6601123595505618
Munich,2026-05-20,11,True,5.0,4.0,1.8000000000000045,-5.0,10.883333333333333,3.9444444444444393,0.003,tail_yes,8,22+,0.008,10.0,0.002,0.003,0.6601123595505618
Munich,2026-05-20,11,True,5.0,4.0,1.8000000000000045,-5.0,10.883333333333333,3.9444444444444393,0.003,current_bracket_no,-1,14,0.999,,0.997,0.999,0.6601123595505618
TelAviv,2026-05-20,12,True,0.0,0.0,0.0,1.0,1330.8833333333334,-0.5555555555555536,0.93,d1_yes,1,27,0.06,8.0,0.01,0.002,0.37640449438202245
TelAviv,2026-05-20,12,True,0.0,0.0,0.0,1.0,1330.8833333333334,-0.5555555555555536,0.93,d2_yes,2,28,0.011,60.0,0.002,0.002,0.37640449438202245
TelAviv,2026-05-20,12,True,0.0,0.0,0.0,1.0,1330.8833333333334,-0.5555555555555536,0.93,tail_yes,5,31,0.003,31.96,0.001,0.002,0.37640449438202245
TelAviv,2026-05-20,12,True,0.0,0.0,0.0,1.0,1330.8833333333334,-0.5555555555555536,0.93,current_bracket_no,-1,26,0.08,,0.02,0.002,0.37640449438202245
Warsaw,2026-05-20,11,True,4.0,3.0,0.0,-4.0,0.8833333333333333,2.833333333333325,0.004,d1_yes,1,20,0.01,14.0,0.002,0.001,0.41171088746569073
Warsaw,2026-05-20,11,True,4.0,3.0,0.0,-4.0,0.8833333333333333,2.833333333333325,0.004,d2_yes,2,21,0.21,7.71,0.1,0.01,0.41171088746569073
Warsaw,2026-05-20,11,True,4.0,3.0,0.0,-4.0,0.8833333333333333,2.833333333333325,0.004,tail_yes,7,26,0.002,109.79,0.001,0.002,0.41171088746569073
Warsaw,2026-05-20,11,True,4.0,3.0,0.0,-4.0,0.8833333333333333,2.833333333333325,0.004,current_bracket_no,-1,19,0.998,,,,0.41171088746569073
Wellington,2026-05-20,21,True,0.0,,0.0,6.0,330.8833333333333,-0.7222222222222197,0.999,d1_yes,1,16,0.002,251.69,,,0.8019662921348315
Wellington,2026-05-20,21,True,0.0,,0.0,6.0,330.8833333333333,-0.7222222222222197,0.999,current_bracket_no,-1,15,0.002,,,,0.8019662921348315
Shanghai,2026-05-20,17,True,0.0,1.0,0.0,4.0,1680.8833333333334,1.1111111111111107,,d1_yes,1,28,0.004,71.2,0.002,0.006,0.6806953339432754
Shanghai,2026-05-20,17,True,0.0,1.0,0.0,4.0,1680.8833333333334,1.1111111111111107,,d2_yes,2,30,0.004,49.0,,,0.6806953339432754
Shanghai,2026-05-20,17,True,0.0,1.0,0.0,4.0,1680.8833333333334,1.1111111111111107,,current_bracket_no,-1,27,0.003,,0.001,0.002,0.6806953339432754
Singapore,2026-05-20,17,True,0.0,,0.0,3.0,270.8833333333333,-0.38888888888889284,,d1_yes,1,34,0.005,5.0,0.001,0.002,0.702247191011236
Singapore,2026-05-20,17,True,0.0,,0.0,3.0,270.8833333333333,-0.38888888888889284,,current_bracket_no,-1,33,0.006,,,0.006,0.702247191011236
Taipei,2026-05-20,17,True,0.0,,-3.5999999999999943,4.0,300.8833333333333,-1.1111111111111143,,d1_yes,1,36+,0.006,35.0,,0.004,0.45365168539325845
Taipei,2026-05-20,17,True,0.0,,-3.5999999999999943,4.0,300.8833333333333,-1.1111111111111143,,current_bracket_no,-1,35,0.003,,,0.002,0.45365168539325845
Beijing,2026-05-20,17,True,0.0,1.0,-1.8000000000000114,1.0,120.88333333333334,1.3333333333333357,0.999,d1_yes,1,25,0.002,50.0,,0.001,0.555352241537054
Beijing,2026-05-20,17,True,0.0,1.0,-1.8000000000000114,1.0,120.88333333333334,1.3333333333333357,0.999,d2_yes,2,26,0.004,40.05,,,0.555352241537054
Beijing,2026-05-20,17,True,0.0,1.0,-1.8000000000000114,1.0,120.88333333333334,1.3333333333333357,0.999,current_bracket_no,-1,24,0.008,,0.001,0.001,0.555352241537054
Chengdu,2026-05-20,17,True,0.0,,-3.6000000000000085,3.0,90.88333333333334,-3.3333333333333286,0.999,d1_yes,1,35+,0.002,59.13,0.001,0.002,0.6264044943820225
Chengdu,2026-05-20,17,True,0.0,,-3.6000000000000085,3.0,90.88333333333334,-3.3333333333333286,0.999,current_bracket_no,-1,34,0.002,,0.001,0.002,0.6264044943820225
Karachi,2026-05-20,14,True,0.0,,0.0,1.0,0.8833333333333333,-0.6111111111111143,0.87,d1_yes,1,36,0.49,12.41,0.02,0.002,0.5084269662921348
Karachi,2026-05-20,14,True,0.0,,0.0,1.0,0.8833333333333333,-0.6111111111111143,0.87,d2_yes,2,37+,0.048,8.0,0.002,0.002,0.5084269662921348
Karachi,2026-05-20,14,True,0.0,,0.0,1.0,0.8833333333333333,-0.6111111111111143,0.87,current_bracket_no,-1,35,0.49,,0.02,0.002,0.5084269662921348
Istanbul,2026-05-20,12,True,1.0,0.0,0.0,0.0,10.883333333333333,-0.27777777777777857,0.24,d1_yes,1,19,0.55,5.5,0.981,0.58,0.4044943820224719
Istanbul,2026-05-20,12,True,1.0,0.0,0.0,0.0,10.883333333333333,-0.27777777777777857,0.24,d2_yes,2,20,0.52,15.0,0.27,0.011,0.4044943820224719
Istanbul,2026-05-20,12,True,1.0,0.0,0.0,0.0,10.883333333333333,-0.27777777777777857,0.24,tail_yes,6,24+,0.007,200.19,0.003,0.002,0.4044943820224719
